nom_de_l_etablissment,ips_voie_pro,type_de_lycee,secteur,uai,ips_ensemble_gt_pro,code_du_departement,rentree_scolaire,code_insee_de_la_commune,academie,departement,nom_de_la_commune,ips_voie_gt,ecart_type_de_l_ips_voie_pro,ecart_type_de_l_ips_voie_gt
LYCEE PROFESSIONNEL EDOUARD VAILLANT,86.8,LP,public,0870041X,86.8,87,2019-2020,87154,LIMOGES,HAUTE-VIENNE,SAINT JUNIEN,,27.6,
LYCEE GENERAL ET TECHNOLOGIQUE JEAN LURCAT,,LEGT,public,0880004B,106.2,88,2019-2020,88078,NANCY-METZ,VOSGES,BRUYERES,106.2,,34.5
LYCEE GENERAL ET TECHNOLOGIQUE LOUIS LAPICQUE,,LEGT,public,0880019T,104.1,88,2019-2020,88160,NANCY-METZ,VOSGES,EPINAL,104.1,,32.8
LYCEE PROFESSIONNEL PIERRE GILLES DE GENNES LYCEE DES METIERS DE L AUTOMOBILE ET DU TRANSPORT,85.1,LP,public,0880031F,85.1,88,2019-2020,88196,NANCY-METZ,VOSGES,GERARDMER,,25.7,
LYCEE GENERAL ET TECHNOLOGIQUE JULES FERRY,,LEGT,public,0880055G,101.1,88,2019-2020,88413,NANCY-METZ,VOSGES,SAINT DIE DES VOSGES,101.1,,33.7
LYCEE PROFESSIONNEL PRIVE NOTRE DAME DE LA PROVIDENCE,95.0,LP,privé sous contrat,0880120C,95.0,88,2019-2020,88413,NANCY-METZ,VOSGES,SAINT DIE DES VOSGES,,30.3,
LYCEE PROFESSIONNEL PRIVE NOTRE DAME SAINT JOSEPH,85.1,LP,privé sous contrat,0881530K,85.1,88,2019-2020,88160,NANCY-METZ,VOSGES,EPINAL,,32.2,
LYCEE POLYVALENT JEAN JOSEPH FOURIER,85.0,LPO,public,0890005X,96.5,89,2019-2020,89024,DIJON,YONNE,AUXERRE,101.3,27.1,33.6
LYCEE PROFESSIONNEL VAUBAN LYCEE DES METIERS,83.7,LPO,public,0890819G,87.1,89,2019-2020,89024,DIJON,YONNE,AUXERRE,110.6,29.2,37.4
LYCEE GENERAL ET TECHNOLOGIQUE PIERRE LAROUSSE,,LEGT,public,0891168L,110.7,89,2019-2020,89419,DIJON,YONNE,TOUCY,110.7,,32.8
LYCEE PROFESSIONNEL JULES FERRY LYCEE DES METIERS DES SERVICES AUX COLLECTIVITES AUX ENTREPRISES ET A LA PERSONNE,73.2,LP,public,0900019G,73.2,90,2019-2020,90033,BESANCON,TERRITOIRE DE BELFORT,DELLE,,22.7,
LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME DES ANGES,,LEGT,privé sous contrat,0900029T,107.1,90,2019-2020,90010,BESANCON,TERRITOIRE DE BELFORT,BELFORT,107.1,,37.4
LYCEE PROFESSIONNEL PRIVE SAINT JOSEPH,82.7,LP,privé sous contrat,0900425Y,82.7,90,2019-2020,90010,BESANCON,TERRITOIRE DE BELFORT,BELFORT,,31.3,
LYCEE POLYVALENT CLEMENT ADER,84.1,LPO,public,0910676R,94.9,91,2019-2020,91027,VERSAILLES,ESSONNE,ATHIS MONS,100.8,27.6,34.3
LYCEE GENERAL ET TECHNOLOGIQUE FUSTEL DE COULANGES,,LEGT,public,0910687C,121.6,91,2019-2020,91377,VERSAILLES,ESSONNE,MASSY,121.6,,39.7
LYCEE POLYVALENT PRIVE BETH RIVKAH,108.9,LPO,privé sous contrat,0910838S,124.5,91,2019-2020,91691,VERSAILLES,ESSONNE,YERRES,133.3,35.9,31.0
LYCEE POLYVALENT CHARLES BAUDELAIRE LYCEE DES METIERS DE LA COIFFURE ET DE L ESTHETIQUE DES SERVICES A LA PERSONNE,83.5,LP,public,0911254U,83.5,91,2019-2020,91228,VERSAILLES,ESSONNE,EVRY COURCOURONNES,,28.7,
LYCEE PROFESSIONNEL AUGUSTE PERRET,79.5,LP,public,0911343R,79.5,91,2019-2020,91228,VERSAILLES,ESSONNE,EVRY COURCOURONNES,,27.5,
LYCEE GENERAL ET TECHNOLOGIQUE RENE CASSIN,,LEGT,public,0911632E,130.2,91,2019-2020,91021,VERSAILLES,ESSONNE,ARPAJON,130.2,,30.7
LYCEE GENERAL PRIVE RUDOLF STEINER,,LEGT,privé sous contrat,0911844K,151.2,91,2019-2020,91645,VERSAILLES,ESSONNE,VERRIERES LE BUISSON,151.2,,21.0
LYCEE GENERAL ET TECHNOLOGIQUE EDMOND MICHELET,,LEGT,public,0911961M,121.1,91,2019-2020,91021,VERSAILLES,ESSONNE,ARPAJON,121.1,,33.9
LYCEE POLYVALENT HENRI POINCARE LYCEE DES METIERS DE L AIDE A LA PERSONNE,88.8,LPO,public,0912251C,101.9,91,2019-2020,91477,VERSAILLES,ESSONNE,PALAISEAU,116.2,30.4,38.1
LYCEE POLYVALENT PRIVE SAINT MARTIN,128.3,LPO,privé sous contrat,0912321D,130.7,91,2019-2020,91477,VERSAILLES,ESSONNE,PALAISEAU,133.2,30.0,31.0
LYCEE GENERAL ET TECHNOLOGIQUE PRIVE LA SALLE IGNY,,LEGT,privé sous contrat,0912342B,126.7,91,2019-2020,91312,VERSAILLES,ESSONNE,IGNY,126.7,,39.8
LYCEE GENERAL ET TECHNOLOGIQUE ALBERT CAMUS,,LEGT,public,0920132U,128.0,92,2019-2020,92009,VERSAILLES,HAUTS-DE-SEINE,BOIS COLOMBES,128.0,,34.1
LYCEE GENERAL ET TECHNOLOGIQUE MICHELET,,LEGT,public,0920149M,133.2,92,2019-2020,92075,VERSAILLES,HAUTS-DE-SEINE,VANVES,133.2,,35.4
LYCEE POLYVALENT DE PRONY LYCEE DES METIERS DU BOIS DE L EBENISTERIE DE LA TECHNIQUE DE L ARCHITECTURE ET DE L HABITAT,90.6,LP,public,0920150N,90.6,92,2019-2020,92004,VERSAILLES,HAUTS-DE-SEINE,ASNIERES SUR SEINE,,31.3,
LYCEE PROFESSIONNEL JEAN MONNET LYCEE DES METIERS DES CONSTRUCTIONS ET DE LA GESTION ADMINISTRATIVE,86.1,LP,public,0920164D,86.1,92,2019-2020,92049,VERSAILLES,HAUTS-DE-SEINE,MONTROUGE,,31.0,
LYCEE POLYVALENT FLORIAN LYCEE DES METIERS DE LA BEAUTE ET DE LA VENTE,93.4,LP,public,0920170K,93.4,92,2019-2020,92071,VERSAILLES,HAUTS-DE-SEINE,SCEAUX,,31.4,
LYCEE PROFESSIONNEL LOUIS BLERIOT LYCEE DES METIERS DE L ENERGIE,86.5,LP,public,0920171L,86.5,92,2019-2020,92073,VERSAILLES,HAUTS-DE-SEINE,SURESNES,,30.3,
LYCEE GENERAL ET TECHNOLOGIQUE RICHELIEU,,LEGT,public,0920799U,134.9,92,2019-2020,92063,VERSAILLES,HAUTS-DE-SEINE,RUEIL MALMAISON,134.9,,33.5
LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME,,LEGT,privé sous contrat,0920897A,146.7,92,2019-2020,92012,VERSAILLES,HAUTS-DE-SEINE,BOULOGNE BILLANCOURT,146.7,,23.6
LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINTE MARIE LA CROIX,,LEGT,privé sous contrat,0920904H,150.8,92,2019-2020,92002,VERSAILLES,HAUTS-DE-SEINE,ANTONY,150.8,,22.8
LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME,,LEGT,privé sous contrat,0920917X,146.2,92,2019-2020,92048,VERSAILLES,HAUTS-DE-SEINE,MEUDON,146.2,,22.2
LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT DOMINIQUE,,LEGT,privé sous contrat,0920921B,151.8,92,2019-2020,92051,VERSAILLES,HAUTS-DE-SEINE,NEUILLY SUR SEINE,151.8,,17.2
LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SUGER,,LEGT,privé sous contrat,0920937U,128.3,92,2019-2020,92076,VERSAILLES,HAUTS-DE-SEINE,VAUCRESSON,128.3,,37.0
LYCEE POLYVALENT GALILEE LYCEE DES METIERS DE LA CHIMIE DE LA PLASTURGIE ET DES BIOTECHNOLOGIES,83.3,LPO,public,0921156G,94.7,92,2019-2020,92036,VERSAILLES,HAUTS-DE-SEINE,GENNEVILLIERS,95.5,28.9,33.3
LYCEE POLYVALENT JEAN JAURES LYCEE DES METIERS DE LA SANTE ET DU SOCIAL,88.1,LPO,public,0921166T,100.9,92,2019-2020,92019,VERSAILLES,HAUTS-DE-SEINE,CHATENAY MALABRY,108.3,26.3,37.0
LYCEE GENERAL ET TECHNOLOGIQUE PRIVE MADELEINE DANIELOU,,LEGT,privé sous contrat,0921365J,150.5,92,2019-2020,92063,VERSAILLES,HAUTS-DE-SEINE,RUEIL MALMAISON,150.5,,22.3
LYCEE PROFESSIONNEL LES COTES DE VILLEBON LYCEE DES METIERS DE BOUCHE DU COMMERCE ET DE L INDUSTRIE,92.7,LP,public,0921592F,92.7,92,2019-2020,92048,VERSAILLES,HAUTS-DE-SEINE,MEUDON,,32.6,
LYCEE PROFESSIONNEL CLAUDE CHAPPE,87.1,LP,public,0921626T,87.1,92,2019-2020,92050,VERSAILLES,HAUTS-DE-SEINE,NANTERRE,,31.9,
LYCEE PROFESSIONNEL THEODORE MONOD LYCEE DES METIERS DE L HOTELLERIE ET DES SERVICES A VOCATION INTERNATIONALE,89.1,LP,public,0921676X,89.1,92,2019-2020,92002,VERSAILLES,HAUTS-DE-SEINE,ANTONY,,30.4,
LYCEE POLYVALENT SANTOS DUMONT LYCEE DES METIERS DE L HOTELLERIE ET DE LA GESTION DES ENTREPRISES,92.0,LPO,public,0922276Z,94.1,92,2019-2020,92064,VERSAILLES,HAUTS-DE-SEINE,SAINT CLOUD,107.1,32.5,37.9
LYCEE D ENSEIGNEMENT GENERAL LUCIE AUBRAC,,LEGT,public,0922615T,121.1,92,2019-2020,92026,VERSAILLES,HAUTS-DE-SEINE,COURBEVOIE,121.1,,36.8
LYCEE POLYVALENT PRIVE LA SALLE SAINT NICOLAS LYCEE DES METIERS,112.6,LPO,privé sous contrat,0922653J,114.0,92,2019-2020,92040,VERSAILLES,HAUTS-DE-SEINE,ISSY LES MOULINEAUX,115.3,33.6,38.3
ECOLE 2D DEGRE GENERAL PRIVEE HAUTEFEUILLE,,LEGT,privé sous contrat,0922691A,147.5,92,2019-2020,92009,VERSAILLES,HAUTS-DE-SEINE,BOIS COLOMBES,147.5,,20.8
LYCEE POLYVALENT AUGUSTE BLANQUI,77.7,LPO,public,0930126G,85.8,93,2019-2020,93070,CRETEIL,SEINE-SAINT-DENIS,SAINT OUEN SUR SEINE,87.4,27.3,31.5
LYCEE PROFESSIONNEL DENIS PAPIN,73.7,LP,public,0930128J,73.7,93,2019-2020,93027,CRETEIL,SEINE-SAINT-DENIS,LA COURNEUVE,,23.4,
LYCEE PROFESSIONNEL CLAUDE NICOLAS LEDOUX LYCEE DES METIERS DE L ECO CONSTRUCTION ET DE LA DECORATION,78.8,LPO,public,0930136T,81.6,93,2019-2020,93057,CRETEIL,SEINE-SAINT-DENIS,LES PAVILLONS SOUS BOIS,87.8,27.0,32.8
LYCEE PROFESSIONNEL ARISTIDE BRIAND LYCEE DES METIERS DE L AERIEN,78.4,LP,public,0930831Y,78.4,93,2019-2020,93007,CRETEIL,SEINE-SAINT-DENIS,LE BLANC MESNIL,,26.1,
LYCEE POLYVALENT PRIVE ASSOMPTION,117.8,LPO,privé sous contrat,0930933J,121.7,93,2019-2020,93010,CRETEIL,SEINE-SAINT-DENIS,BONDY,123.8,32.8,30.9
LYCEE GENERAL PRIVE HENRI MATISSE,,LEGT,privé sous contrat,0930965U,128.2,93,2019-2020,93048,CRETEIL,SEINE-SAINT-DENIS,MONTREUIL,128.2,,32.3
LYCEE PROFESSIONNEL HELENE BOUCHER LYCEE DES METIERS DU TRANSPORT,80.2,LP,public,0931193S,80.2,93,2019-2020,93073,CRETEIL,SEINE-SAINT-DENIS,TREMBLAY EN FRANCE,,25.4,
LYCEE POLYVALENT JEAN ROSTAND,83.6,LPO,public,0931584S,93.4,93,2019-2020,93078,CRETEIL,SEINE-SAINT-DENIS,VILLEPINTE,94.0,26.8,31.0
LYCEE ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE PRIVE O R T,,LEGT,privé sous contrat,0931796X,121.9,93,2019-2020,93048,CRETEIL,SEINE-SAINT-DENIS,MONTREUIL,121.9,,35.1
LYCEE GENERAL ET TECHNOLOGIQUE PRIVE FRANCOISE CABRINI,,LEGT,privé sous contrat,0932036H,128.6,93,2019-2020,93051,CRETEIL,SEINE-SAINT-DENIS,NOISY LE GRAND,128.6,,34.2
LYCEE POLYVALENT EVARISTE GALOIS LYCEE DES METIERS DE L AUDIOVISUEL,82.4,LPO,public,0932047V,108.3,93,2019-2020,93051,CRETEIL,SEINE-SAINT-DENIS,NOISY LE GRAND,112.1,31.0,37.9
LYCEE POLYVALENT RENE CASSIN LYCEE DES METIERS DE L ELECTROTECHNIQUE,83.0,LPO,public,0932222K,91.6,93,2019-2020,93062,CRETEIL,SEINE-SAINT-DENIS,LE RAINCY,105.0,29.8,37.2
LYCEE POLYVALENT LIBERTE LYCEE DES METIERS DU LABORATOIRE ET DE LA SANTE,76.6,LPO,public,0932267J,79.9,93,2019-2020,93063,CRETEIL,SEINE-SAINT-DENIS,ROMAINVILLE,85.7,26.0,27.1
LYCEE POLYVALENT LOUISE MICHEL LYCEE DES METIERS DE LA SANTE,84.1,LPO,public,0940112L,99.5,94,2019-2020,94017,CRETEIL,VAL-DE-MARNE,CHAMPIGNY SUR MARNE,105.5,27.2,34.2
LYCEE GENERAL ET TECHNOLOGIQUE HECTOR BERLIOZ,,LEGT,public,0940124Z,138.3,94,2019-2020,94080,CRETEIL,VAL-DE-MARNE,VINCENNES,138.3,,32.4
LYCEE PROFESSIONNEL GABRIEL PERI LYCEE DES METIERS DU SOCIAL ET DE L AIDE A LA PERSONNE,75.6,LP,public,0940132H,75.6,94,2019-2020,94017,CRETEIL,VAL-DE-MARNE,CHAMPIGNY SUR MARNE,,24.5,
LYCEE POLYVALENT DE CACHAN,87.2,LPO,public,0940580V,104.4,94,2019-2020,94016,CRETEIL,VAL-DE-MARNE,CACHAN,106.8,28.8,37.2
LYCEE GENERAL PRIVE PETIT VAL,,LEGT,privé sous contrat,0940891H,141.5,94,2019-2020,94071,CRETEIL,VAL-DE-MARNE,SUCY EN BRIE,141.5,,26.6
LYCEE POLYVALENT DARIUS MILHAUD,80.1,LPO,public,0941474S,93.0,94,2019-2020,94043,CRETEIL,VAL-DE-MARNE,LE KREMLIN BICETRE,98.7,26.6,34.6
LYCEE PROFESSIONNEL SAMUEL DE CHAMPLAIN LYCEE DES METIERS DE LA CONSTRUCTION ET DE LA GESTION IMMOBILIERE,86.2,LP,public,0941604H,86.2,94,2019-2020,94019,CRETEIL,VAL-DE-MARNE,CHENNEVIERES SUR MARNE,,29.2,
LYCEE GENERAL PRIVE BERNARD PALISSY,,LEGT,privé sous contrat,0941909P,99.5,94,2019-2020,94004,CRETEIL,VAL-DE-MARNE,BOISSY SAINT LEGER,99.5,,34.9
LYCEE POLYVALENT GUTENBERG,80.0,LPO,public,0941930M,87.3,94,2019-2020,94028,CRETEIL,VAL-DE-MARNE,CRETEIL,90.1,28.4,30.0
LYCEE POLYVALENT MARX DORMOY,80.2,LPO,public,0941951K,92.0,94,2019-2020,94017,CRETEIL,VAL-DE-MARNE,CHAMPIGNY SUR MARNE,97.6,27.8,34.7
LYCEE POLYVALENT FRANCOIS ARAGO,81.3,LPO,public,0941952L,84.6,94,2019-2020,94078,CRETEIL,VAL-DE-MARNE,VILLENEUVE SAINT GEORGES,86.7,29.3,30.6
LYCEE POLYVALENT MONTALEAU LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION,91.2,LPO,public,0942130E,93.8,94,2019-2020,94071,CRETEIL,VAL-DE-MARNE,SUCY EN BRIE,112.9,31.8,31.3
LYCEE GENERAL ET TECHNOLOGIQUE VAN GOGH,,LEGT,public,0950645K,116.3,95,2019-2020,95219,VERSAILLES,VAL-D'OISE,ERMONT,116.3,,36.0
LYCEE GENERAL ET TECHNOLOGIQUE GERARD DE NERVAL,,LEGT,public,0950647M,126.5,95,2019-2020,95352,VERSAILLES,VAL-D'OISE,LUZARCHES,126.5,,30.3
LYCEE POLYVALENT CAMILLE PISSARRO LYCEE DES METIERS DE LA SANTE DU SOCIAL ET DE L AIDE AUX PERSONNES,86.6,LPO,public,0950649P,110.9,95,2019-2020,95500,VERSAILLES,VAL-D'OISE,PONTOISE,116.1,29.3,37.8
LYCEE PROFESSIONNEL LE CORBUSIER LYCEE DES METIERS DU BATIMENT,88.8,LP,public,0950656X,88.8,95,2019-2020,95176,VERSAILLES,VAL-D'OISE,CORMEILLES EN PARISIS,,33.6,
LYCEE POLYVALENT JEAN PERRIN,103.9,LPO,public,0951104J,117.6,95,2019-2020,95572,VERSAILLES,VAL-D'OISE,SAINT OUEN L AUMONE,123.0,32.3,36.1
LYCEE POLYVALENT PRIVE VAUBAN,124.5,LPO,privé sous contrat,0951221L,139.2,95,2019-2020,95500,VERSAILLES,VAL-D'OISE,PONTOISE,142.4,29.2,24.1
LYCEE POLYVALENT GUSTAVE EIFFEL LYCEE DES METIERS DU GENIE ELECTRIQUE ET DES METIERS DU TERTIAIRE,91.8,LP,public,0951673C,91.8,95,2019-2020,95219,VERSAILLES,VAL-D'OISE,ERMONT,,30.4,
LYCEE GENERAL ET TECHNOLOGIQUE MONTESQUIEU,,LEGT,public,0951723G,124.2,95,2019-2020,95306,VERSAILLES,VAL-D'OISE,HERBLAY SUR SEINE,124.2,,34.5
LYCEE POLYVALENT EDMOND ROSTAND LYCEE DES METIERS DE LA RELATION CLIENT ET DU MANAGEMENT,88.2,LPO,public,0951728M,100.9,95,2019-2020,95572,VERSAILLES,VAL-D'OISE,SAINT OUEN L AUMONE,107.1,29.6,35.1
LYCEE POLYVALENT ARTHUR RIMBAUD LYCEE DE METIERS DE L AUTOMOBILE DU COMMERCE ET DE LA LOGISTIQUE,75.0,LPO,public,0951787B,75.1,95,2019-2020,95268,VERSAILLES,VAL-D'OISE,GARGES LES GONESSE,86.3,26.4,30.8
LYCEE GENERAL ET TECHNOLOGIQUE CAMILLE SAINT SAENS,,LEGT,public,0951922Y,107.5,95,2019-2020,95197,VERSAILLES,VAL-D'OISE,DEUIL LA BARRE,107.5,,35.1
LYCEE POLYVALENT LOUIS ARMAND,93.1,LPO,public,0951974E,116.6,95,2019-2020,95203,VERSAILLES,VAL-D'OISE,EAUBONNE,125.2,32.6,33.6
LYCEE POLYVALENT PRIVE ORT,103.4,LPO,privé sous contrat,0951994B,114.3,95,2019-2020,95680,VERSAILLES,VAL-D'OISE,VILLIERS LE BEL,116.6,33.7,34.7
INSTITUTION SAINT PAUL (LYCEE GENERAL PRIVE) AJACCIO,,LEGT,privé sous contrat,6200650M,113.6,,2019-2020,,CORSE,CORSE-DU-SUD,AJACCIO,113.6,,32.9
LYCEE PROFESSIONNEL JEAN NICOLI BASTIA,85.3,LP,public,7200093N,85.3,,2019-2020,,CORSE,HAUTE-CORSE,BASTIA,,28.4,
LYCEE POLYVALENT DU FIUM ORBU,84.8,LPO,public,7200719U,103.0,,2019-2020,,CORSE,HAUTE-CORSE,PRUNELLI DI FIUMORBO,104.2,28.5,34.9
LYCEE GENERAL ET TECHNOLOGIQUE PRIVE LA PERSEVERANCE,,LEGT,privé sous contrat,9710062R,103.5,971,2019-2020,97120,GUADELOUPE,GUADELOUPE,POINTE A PITRE,103.5,,35.4
LYCEE PROFESSIONNEL PAUL LACAVE LYCEE DES METIERS DE L AUTOMOBILE,70.3,LP,public,9710418C,70.3,971,2019-2020,97107,GUADELOUPE,GUADELOUPE,CAPESTERRE BELLE EAU,,26.9,
LYCEE PROFESSIONNEL DUCHARMOY LYCEE DES METIERS DU COMMERCE DES SERVICES ET DE L ARTISANAT,69.7,LP,public,9710690Y,69.7,971,2019-2020,97124,GUADELOUPE,GUADELOUPE,SAINT CLAUDE,,25.5,
LYCEE PROFESSIONNEL GERTY ARCHIMEDE,76.4,LP,public,9710709U,76.4,971,2019-2020,97116,GUADELOUPE,GUADELOUPE,MORNE A L EAU,,28.4,
LYCEE PROFESSIONNEL AUGUSTIN ARRON,73.0,LPO,public,9710746J,74.0,971,2019-2020,97103,GUADELOUPE,GUADELOUPE,BAIE MAHAULT,83.5,28.0,32.8
LYCEE PROFESSIONNEL PRIVE LES PERSEVERANTS,71.6,LP,privé sous contrat,9710775R,71.6,971,2019-2020,97105,GUADELOUPE,GUADELOUPE,BASSE TERRE,,30.4,
LYCEE POLYVALENT RAOUL GEORGES NICOLO LYCEE DES METIERS DU BATIMENT ET DES ARTS APPLIQUES,78.3,LPO,public,9710884J,94.4,971,2019-2020,97105,GUADELOUPE,GUADELOUPE,BASSE TERRE,96.6,29.6,36.7
LYCEE GENERAL ET TECHNOLOGIQUE SONNY RUPAIRE,,LEGT,public,9710940V,97.9,971,2019-2020,97129,GUADELOUPE,GUADELOUPE,SAINTE ROSE,97.9,,35.5
LYCEE POLYVALENT ILES DU NORD,74.7,LP,public,9710981P,74.7,971,2019-2020,97801,GUADELOUPE,GUADELOUPE,SAINT MARTIN,,25.6,
LYCEE POLYVALENT HYACINTHE BASTARAUD,74.0,LPO,public,9711012Y,83.3,971,2019-2020,97112,GUADELOUPE,GUADELOUPE,GRAND BOURG,96.4,27.1,36.0
LYCEE POLYVALENT JOSEPH ZOBEL,78.0,LPO,public,9720725F,100.1,972,2019-2020,97221,MARTINIQUE,MARTINIQUE,RIVIERE SALEE,107.3,27.2,37.5
LYCEE POLYVALENT DU NORD CARAIBE,81.2,LPO,public,9720823M,92.1,972,2019-2020,97234,MARTINIQUE,MARTINIQUE,BELLEFONTAINE,103.5,28.4,35.6
LYCEE GENERAL ET TECHNOLOGIQUE FELIX EBOUE,,LEGT,public,9730001N,74.6,973,2019-2020,97302,GUYANE,GUYANE,CAYENNE,74.6,,31.6
LYCEE PROFESSIONNEL ROCHES MAIGRES,63.3,LP,public,9740004L,63.3,974,2019-2020,97414,LA REUNION,LA REUNION,SAINT LOUIS,,23.2,
LYCEE GENERAL ET TECHNOLOGIQUE EVARISTE DE PARNY,,LEGT,public,9740597F,105.3,974,2019-2020,97415,LA REUNION,LA REUNION,SAINT PAUL,105.3,,41.4
LYCEE POLYVALENT JEAN HINGLO LYCEE DES METIERS DU BATIMENT ET DES TRAVAUX PUBLICS,64.0,LPO,public,9740979W,73.2,974,2019-2020,97407,LA REUNION,LA REUNION,LE PORT,76.0,23.3,31.9
LYCEE GENERAL ET TECHNOLOGIQUE LE VERGER,,LEGT,public,9741185V,92.3,974,2019-2020,97418,LA REUNION,LA REUNION,SAINTE MARIE,92.3,,37.6
LYCEE POLYVALENT DE BOIS D OLIVE,63.7,LPO,public,9741206T,86.6,974,2019-2020,97416,LA REUNION,LA REUNION,SAINT PIERRE,93.3,24.7,38.7
LYCEE GENERAL ET TECHNOLOGIQUE PRIVE LEVAVASSEUR,,LEGT,privé sous contrat,9741256X,137.3,974,2019-2020,97411,LA REUNION,LA REUNION,SAINT DENIS,137.3,,28.9
LYCEE GENERAL ET TECHNOLOGIQUE MAHATMA GANDHI,,LEGT,public,9741324W,87.8,974,2019-2020,97409,LA REUNION,LA REUNION,SAINT ANDRE,87.8,,36.7
LYCEE POLYVALENT PAUL PAINLEVE,71.5,LPO,public,0010034G,83.8,01,2020-2021,01283,LYON,AIN,OYONNAX,89.2,23.8,33.7
LYCEE POLYVALENT PRIVE JEANNE D ARC,90.3,LPO,privé sous contrat,0010878Z,116.1,01,2020-2021,01071,LYON,AIN,CESSY,130.0,34.6,35.2
LYCEE GENERAL DE LA COTIERE,,LEGT,public,0011326L,123.6,01,2020-2021,01049,LYON,AIN,LA BOISSE,123.6,,34.5
LYCEE PROFESSIONNEL CHATEAU POTEL LYCEE DES METIERS HORTICULTURE ET MAINTENANCE (VEHICULES INDUSTRIELS MATERIELS AGRICOLES ET TRAVAUX PUBLICS),86.6,LP,public,0020025S,86.6,02,2020-2021,02307,AMIENS,AISNE,LA FERTE MILON,,26.0,
LYCEE GENERAL ET TECHNOLOGIQUE HENRI MARTIN,,LEGT,public,0020048S,101.0,02,2020-2021,02691,AMIENS,AISNE,SAINT QUENTIN,101.0,,37.0
LYCEE PROFESSIONNEL JULIE DAUBIE,74.1,LP,public,0020078Z,74.1,02,2020-2021,02408,AMIENS,AISNE,LAON,,25.6,
LYCEE PROFESSIONNEL FREDERIC ET IRENE JOLIOT CURIE LYCEE DES METIERS DE LA GESTION ET DE L INDUSTRIE,73.1,LP,public,0020089L,73.1,02,2020-2021,02381,AMIENS,AISNE,HIRSON,,25.3,
LYCEE PROFESSIONNEL PRIVE SAINT JOSEPH,80.4,LP,privé sous contrat,0022002R,80.4,02,2020-2021,02321,AMIENS,AISNE,FONTAINE LES VERVINS,,34.4,
LYCEE PROFESSIONNEL ALBERT LONDRES LYCEE DES METIERS DU BOIS DES ENERGIES ET DES SERVICES AUX ORGANISATIONS,82.2,LP,public,0030061A,82.2,03,2020-2021,03095,CLERMONT-FERRAND,ALLIER,CUSSET,,27.2,
LYCEE PROFESSIONNEL GUSTAVE EIFFEL LYCEE DES METIERS DE LA MAINTENANCE DES MATERIELS ET DES VEHICULES MOTOCYCLES,95.0,LP,public,0030905T,95.0,03,2020-2021,03118,CLERMONT-FERRAND,ALLIER,GANNAT,,27.8,
LYCEE PROFESSIONNEL JACQUES DOLLE,92.9,LP,public,0060002V,92.9,06,2020-2021,06004,NICE,ALPES-MARITIMES,ANTIBES,,31.1,
LYCEE GENERAL ET TECHNOLOGIQUE AUGUSTE RENOIR,,LEGT,public,0060009C,121.6,06,2020-2021,06027,NICE,ALPES-MARITIMES,CAGNES SUR MER,121.6,,34.1
LYCEE GENERAL ET TECHNOLOGIQUE BRISTOL,,LEGT,public,0060013G,98.5,06,2020-2021,06029,NICE,ALPES-MARITIMES,CANNES,98.5,,32.8
LYCEE GENERAL ET TECHNOLOGIQUE JULES FERRY,,LEGT,public,0060014H,118.1,06,2020-2021,06029,NICE,ALPES-MARITIMES,CANNES,118.1,,36.3
LYCEE PROFESSIONNEL PAUL VALERY LYCEE DES METIERS DE LA RESTAURATION,81.6,LP,public,0060028Y,81.6,06,2020-2021,06083,NICE,ALPES-MARITIMES,MENTON,,26.6,
LYCEE GENERAL ET TECHNOLOGIQUE ALBERT CALMETTE,,LEGT,public,0060031B,122.4,06,2020-2021,06088,NICE,ALPES-MARITIMES,NICE,122.4,,37.4
LYCEE PROFESSIONNEL VAUBAN,77.9,LP,public,0060038J,77.9,06,2020-2021,06088,NICE,ALPES-MARITIMES,NICE,,28.1,
LYCEE POLYVALENT PRIVE INSTITUTION SAINT JOSEPH CARNOLES,96.3,LPO,privé sous contrat,0060750H,112.6,06,2020-2021,06104,NICE,ALPES-MARITIMES,ROQUEBRUNE CAP MARTIN,114.0,26.8,34.0
LYCEE GENERAL ET TECHNOLOGIQUE PRIVE DON BOSCO,,LEGT,privé sous contrat,0060773H,134.6,06,2020-2021,06088,NICE,ALPES-MARITIMES,NICE,134.6,,28.7
LYCEE PROFESSIONNEL PRIVE DON BOSCO LYCEE DES METIERS DE LA MAINTENANCE INDUSTRIELLE ET INDUSTRIE GRAPHIQUE,113.6,LP,privé sous contrat,0061462G,113.6,06,2020-2021,06088,NICE,ALPES-MARITIMES,NICE,,30.5,
LYCEE GENERAL ET TECHNOLOGIQUE THIERRY MAULNIER LYCEE DES METIERS DE LA CHIMIE,,LEGT,public,0061691F,103.0,06,2020-2021,06088,NICE,ALPES-MARITIMES,NICE,103.0,,35.2
